gas_param,client_name,runtime_ms,pvalue,conf_int_low,conf_int_high,test_name,target_opcode,model_coef_name,source_label,glue_adjustment,rsquared,rsquared_adj,param_bn128,param_mem_size,param_mod_bits,new_gas_decimal,new_gas_rounded,poor_fit,is_winner,selected_test,selected_opcode,selected_model_coef_name
OPCODE_KECCAK256_BASE,besu,9.826459745907662e-05,0.001,9.736037583452758e-05,9.917084528202602e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.7664405831534276,0.7664085996660128,,0,,9.82645974590766,10,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,besu,0.0001079156230120313,0.001,0.00010705507940810398,0.00010885737691305714,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.7843647874008428,0.7843352584432804,,1024,,10.79156230120313,11,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,besu,0.00011033040225353407,0.001,0.00010936444294075515,0.00011122653915366687,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.7804868355670883,0.7804567755651118,,256,,11.033040225353407,12,False,True,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,besu,0.00010216818709893098,0.001,0.00010116257485865703,0.00010312711735004531,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.7611379113591002,0.7611052017269686,,32,,10.216818709893097,11,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,erigon,7.63762880838167e-05,0.001,7.384902240101677e-05,7.866966570020906e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.8081332283326028,0.8077165795341937,,0,,7.63762880838167,8,False,True,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,erigon,7.606412593513822e-05,0.001,7.32977181098705e-05,7.866359776461526e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.8265448347986828,0.8261681677732727,,1024,,7.606412593513822,8,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,erigon,7.492358671232976e-05,0.001,7.224251904115335e-05,7.721080867612383e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.8147228968748618,0.8143205578887052,,256,,7.492358671232976,8,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,erigon,7.517848428630713e-05,0.001,7.281825879386984e-05,7.761371681466067e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.8226433086722181,0.8222581692773695,,32,,7.517848428630713,8,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,ethrex,1.303427196757527e-05,0.001,1.1311582786810915e-05,1.4675425365812729e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.6557933263604561,0.655683092037433,,0,,1.303427196757527,2,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
OPCODE_KECCAK256_BASE,ethrex,1.3162451836487217e-05,0.001,1.1355876219707943e-05,1.4829010599155056e-05,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef,presets[keccak],0.0,0.6560596893526098,0.6559495403339878,,1024,,1.3162451836487217,2,False,False,test_keccak_diff_mem_msg_sizes,KECCAK256,target_coef
